Depth: 85.25, Temp: 39.57, Speed: 4.06
Depth: 80.48, Temp: 37.48, Speed: 0.65
Depth: 94.96, Temp: 36.34, Speed: 1.56
Depth: 43.72, Temp: 12.84, Speed: 2.28
Depth: 54.50, Temp: 33.24, Speed: 4.58
Depth: 50.53, Temp: 11.80, Speed: 3.28
Depth: 97.74, Temp: 20.39, Speed: 4.90
Depth: 44.08, Temp: 25.98, Speed: 2.96
Depth: 24.47, Temp: 10.92, Speed: 1.28
Depth: 34.35, Temp: 15.17, Speed: 3.53
Depth: 5.79, Temp: 10.35, Speed: 3.68
Depth: 67.77, Temp: 24.27, Speed: 0.20
Depth: 67.60, Temp: 32.81, Speed: 1.33
Depth: 19.93, Temp: 16.48, Speed: 0.22
Depth: 21.64, Temp: 15.41, Speed: 0.63
Depth: 25.69, Temp: 12.18, Speed: 4.22
Depth: 20.35, Temp: 22.66, Speed: 4.09
Depth: 86.00, Temp: 28.03, Speed: 0.16
Depth: 77.63, Temp: 23.33, Speed: 3.33
Depth: 88.74, Temp: 22.81, Speed: 4.10
Depth: 22.26, Temp: 29.12, Speed: 2.29
Depth: 57.72, Temp: 27.48, Speed: 1.42
Depth: 6.20, Temp: 28.04, Speed: 2.76
Depth: 33.80, Temp: 34.86, Speed: 0.92
Depth: 58.28, Temp: 12.60, Speed: 0.95
Depth: 52.45, Temp: 24.61, Speed: 4.89
Depth: 1.00, Temp: 22.09, Speed: 0.97
Depth: 83.91, Temp: 34.36, Speed: 3.05
Depth: 16.98, Temp: 29.58, Speed: 2.52
Depth: 43.00, Temp: 25.61, Speed: 1.79
Depth: 20.14, Temp: 36.59, Speed: 1.47
Depth: 35.61, Temp: 19.73, Speed: 1.12
Depth: 53.16, Temp: 29.73, Speed: 1.45
Depth: 86.71, Temp: 19.67, Speed: 3.98
Depth: 5.33, Temp: 11.79, Speed: 2.76
Depth: 48.01, Temp: 15.85, Speed: 1.64
Depth: 74.81, Temp: 24.27, Speed: 0.82
Depth: 64.68, Temp: 18.25, Speed: 0.98
Depth: 24.87, Temp: 14.11, Speed: 1.28
Depth: 55.16, Temp: 10.18, Speed: 1.55
Depth: 61.58, Temp: 36.64, Speed: 1.46
Depth: 7.44, Temp: 30.53, Speed: 3.17
Depth: 46.31, Temp: 28.76, Speed: 0.82
Depth: 79.56, Temp: 12.62, Speed: 3.76
Depth: 89.11, Temp: 30.87, Speed: 1.94
Depth: 34.08, Temp: 19.16, Speed: 4.11
Depth: 33.40, Temp: 12.64, Speed: 2.45
Depth: 75.57, Temp: 36.81, Speed: 3.03
Depth: 44.47, Temp: 32.97, Speed: 4.11
Depth: 74.26, Temp: 36.54, Speed: 1.59
Depth: 48.00, Temp: 35.01, Speed: 1.72
Depth: 55.55, Temp: 31.43, Speed: 0.14
Depth: 40.94, Temp: 10.79, Speed: 3.48
Depth: 53.64, Temp: 18.33, Speed: 0.22
Depth: 57.25, Temp: 17.71, Speed: 4.68
Depth: 18.15, Temp: 13.22, Speed: 2.37
Depth: 29.85, Temp: 31.68, Speed: 4.01
Depth: 8.63, Temp: 11.32, Speed: 0.84
Depth: 11.40, Temp: 35.20, Speed: 3.22
Depth: 99.78, Temp: 24.27, Speed: 1.71
Depth: 74.08, Temp: 30.95, Speed: 1.30
Depth: 83.38, Temp: 23.03, Speed: 4.62
Depth: 72.01, Temp: 12.25, Speed: 3.45
Depth: 12.76, Temp: 24.06, Speed: 4.15
Depth: 96.71, Temp: 18.13, Speed: 1.26
Depth: 33.94, Temp: 24.09, Speed: 1.08
Depth: 45.36, Temp: 11.26, Speed: 2.49
Depth: 73.03, Temp: 33.24, Speed: 3.16
Depth: 86.01, Temp: 35.65, Speed: 2.44
Depth: 30.33, Temp: 29.20, Speed: 4.94
Depth: 64.23, Temp: 27.53, Speed: 4.98
Depth: 82.78, Temp: 37.82, Speed: 2.38
Depth: 66.19, Temp: 39.64, Speed: 0.20
Depth: 81.31, Temp: 25.08, Speed: 4.54
Depth: 35.64, Temp: 28.02, Speed: 3.77
Depth: 13.22, Temp: 34.84, Speed: 1.70
Depth: 39.39, Temp: 11.06, Speed: 3.58
Depth: 50.11, Temp: 14.44, Speed: 4.23
Depth: 29.40, Temp: 17.03, Speed: 1.20
Depth: 33.42, Temp: 25.47, Speed: 2.64
Depth: 38.33, Temp: 14.67, Speed: 3.06
Depth: 11.81, Temp: 16.36, Speed: 2.26
Depth: 93.27, Temp: 26.29, Speed: 0.35
Depth: 31.68, Temp: 31.95, Speed: 4.78
Depth: 75.99, Temp: 22.76, Speed: 4.76
Depth: 19.68, Temp: 33.87, Speed: 2.31
Depth: 84.95, Temp: 11.68, Speed: 4.20
Depth: 43.38, Temp: 29.37, Speed: 2.59
Depth: 97.07, Temp: 32.08, Speed: 0.83
Depth: 79.24, Temp: 38.49, Speed: 0.02
Depth: 50.60, Temp: 18.62, Speed: 3.36
Depth: 82.42, Temp: 36.14, Speed: 1.08
Depth: 94.64, Temp: 26.28, Speed: 1.34
Depth: 67.87, Temp: 35.36, Speed: 4.10
Depth: 77.56, Temp: 30.43, Speed: 3.71
Depth: 40.52, Temp: 37.60, Speed: 0.84
Depth: 8.68, Temp: 31.00, Speed: 3.64
Depth: 92.50, Temp: 13.34, Speed: 2.61
Depth: 49.93, Temp: 30.94, Speed: 4.15
Depth: 81.91, Temp: 29.00, Speed: 0.05
Depth: 28.95, Temp: 22.23, Speed: 4.06
Depth: 56.24, Temp: 17.06, Speed: 1.44
Depth: 46.37, Temp: 39.82, Speed: 1.49
Depth: 49.97, Temp: 26.88, Speed: 1.19
Depth: 68.19, Temp: 19.80, Speed: 4.10
Depth: 31.13, Temp: 13.28, Speed: 4.79
Depth: 80.33, Temp: 25.08, Speed: 0.78
Depth: 1.72, Temp: 29.36, Speed: 1.51
Depth: 19.58, Temp: 34.44, Speed: 4.40
Depth: 20.04, Temp: 18.03, Speed: 3.32
Depth: 7.15, Temp: 15.64, Speed: 1.91
Depth: 81.20, Temp: 27.66, Speed: 3.37
Depth: 35.39, Temp: 21.53, Speed: 4.54
Depth: 1.49, Temp: 22.46, Speed: 4.62
Depth: 92.05, Temp: 30.09, Speed: 0.16
Depth: 53.50, Temp: 22.54, Speed: 2.47
Depth: 16.83, Temp: 37.85, Speed: 2.83
Depth: 84.38, Temp: 11.59, Speed: 2.25
Depth: 37.18, Temp: 22.98, Speed: 4.79
Depth: 25.78, Temp: 10.37, Speed: 1.48
Depth: 9.36, Temp: 16.01, Speed: 3.23
Depth: 19.05, Temp: 29.84, Speed: 0.62
Depth: 64.14, Temp: 26.85, Speed: 2.26
Depth: 35.19, Temp: 19.97, Speed: 1.09
Depth: 56.59, Temp: 31.35, Speed: 2.21
Depth: 55.21, Temp: 30.69, Speed: 3.09
Depth: 74.38, Temp: 36.03, Speed: 2.06
Depth: 83.76, Temp: 24.02, Speed: 0.62
Depth: 55.23, Temp: 24.93, Speed: 1.69
Depth: 47.63, Temp: 21.76, Speed: 4.30
Depth: 77.11, Temp: 37.03, Speed: 0.54
Depth: 8.55, Temp: 11.01, Speed: 0.13
Depth: 22.30, Temp: 38.44, Speed: 1.15
Depth: 51.88, Temp: 29.62, Speed: 3.84
Depth: 19.99, Temp: 12.64, Speed: 1.70
Depth: 6.15, Temp: 14.35, Speed: 0.28
Depth: 1.12, Temp: 32.89, Speed: 0.71
Depth: 48.78, Temp: 22.77, Speed: 1.31
Depth: 65.22, Temp: 36.70, Speed: 3.58
Depth: 93.23, Temp: 16.48, Speed: 0.29
Depth: 65.42, Temp: 10.43, Speed: 3.64
Depth: 53.33, Temp: 13.10, Speed: 3.73
Depth: 8.38, Temp: 23.20, Speed: 4.72
Depth: 21.24, Temp: 14.94, Speed: 1.76
Depth: 73.73, Temp: 21.22, Speed: 3.47
Depth: 3.48, Temp: 17.82, Speed: 0.72
Depth: 48.27, Temp: 25.71, Speed: 3.95
Depth: 56.47, Temp: 34.89, Speed: 2.92
Depth: 47.21, Temp: 14.34, Speed: 0.69
Depth: 42.48, Temp: 12.06, Speed: 0.47
Depth: 33.59, Temp: 22.74, Speed: 1.18
Depth: 81.95, Temp: 26.62, Speed: 0.76
Depth: 74.52, Temp: 22.68, Speed: 3.05
Depth: 21.84, Temp: 12.93, Speed: 0.72
Depth: 49.89, Temp: 23.30, Speed: 4.64
Depth: 81.10, Temp: 32.63, Speed: 1.26
Depth: 26.23, Temp: 32.21, Speed: 4.09
Depth: 28.03, Temp: 10.39, Speed: 1.14
Depth: 21.29, Temp: 10.20, Speed: 0.87
Depth: 5.48, Temp: 10.19, Speed: 4.85
Depth: 3.93, Temp: 25.71, Speed: 3.18
Depth: 72.34, Temp: 31.59, Speed: 0.87
Depth: 81.60, Temp: 22.95, Speed: 1.84
Depth: 21.22, Temp: 17.87, Speed: 0.28
Depth: 10.62, Temp: 38.95, Speed: 0.36
Depth: 99.36, Temp: 10.16, Speed: 4.64
Depth: 98.21, Temp: 36.02, Speed: 4.16
Depth: 34.82, Temp: 14.54, Speed: 1.76
Depth: 57.47, Temp: 19.38, Speed: 1.30
Depth: 98.50, Temp: 12.27, Speed: 4.87
Depth: 61.78, Temp: 32.00, Speed: 4.33
Depth: 85.52, Temp: 10.69, Speed: 0.76
Depth: 12.64, Temp: 33.06, Speed: 4.00
Depth: 42.77, Temp: 17.14, Speed: 0.51
Depth: 26.49, Temp: 28.93, Speed: 1.08
Depth: 5.32, Temp: 37.45, Speed: 2.62
Depth: 79.78, Temp: 34.41, Speed: 2.03
Depth: 53.33, Temp: 35.75, Speed: 3.74
Depth: 80.00, Temp: 19.97, Speed: 2.20
Depth: 87.40, Temp: 31.65, Speed: 3.10
Depth: 3.14, Temp: 19.16, Speed: 0.17
Depth: 36.60, Temp: 19.85, Speed: 4.63
Depth: 58.60, Temp: 39.03, Speed: 3.00
Depth: 56.44, Temp: 28.48, Speed: 3.06
Depth: 22.38, Temp: 39.73, Speed: 2.15
Depth: 2.51, Temp: 30.78, Speed: 4.14
Depth: 29.66, Temp: 27.84, Speed: 3.82
Depth: 87.33, Temp: 25.05, Speed: 4.81
Depth: 95.10, Temp: 10.84, Speed: 3.48
Depth: 10.57, Temp: 30.25, Speed: 2.87
Depth: 18.93, Temp: 11.32, Speed: 3.22
Depth: 65.59, Temp: 21.04, Speed: 2.07
Depth: 50.21, Temp: 19.44, Speed: 4.53
Depth: 9.83, Temp: 34.57, Speed: 1.01
Depth: 80.32, Temp: 20.31, Speed: 4.37
Depth: 23.16, Temp: 26.83, Speed: 1.75
Depth: 39.36, Temp: 35.97, Speed: 3.51
Depth: 42.45, Temp: 14.54, Speed: 1.76
Depth: 70.33, Temp: 25.70, Speed: 4.71
Depth: 22.90, Temp: 22.84, Speed: 3.84
Depth: 95.47, Temp: 24.99, Speed: 1.39
Depth: 77.49, Temp: 35.95, Speed: 4.00
Depth: 85.81, Temp: 23.74, Speed: 1.57
Depth: 59.23, Temp: 37.30, Speed: 1.72
Depth: 88.03, Temp: 19.52, Speed: 4.28
Depth: 74.43, Temp: 39.50, Speed: 4.06
Depth: 95.84, Temp: 17.54, Speed: 3.28
Depth: 76.89, Temp: 18.82, Speed: 2.80
Depth: 81.08, Temp: 36.18, Speed: 1.86
Depth: 27.72, Temp: 35.70, Speed: 2.45
Depth: 60.57, Temp: 33.64, Speed: 2.91
Depth: 52.78, Temp: 19.71, Speed: 4.77
Depth: 89.86, Temp: 32.85, Speed: 0.59
Depth: 94.47, Temp: 34.14, Speed: 3.27
Depth: 49.36, Temp: 32.09, Speed: 0.99
Depth: 13.58, Temp: 22.93, Speed: 1.74
Depth: 55.26, Temp: 22.95, Speed: 3.17
Depth: 47.86, Temp: 25.13, Speed: 1.42
Depth: 9.34, Temp: 27.25, Speed: 0.96
Depth: 56.06, Temp: 28.61, Speed: 0.62
Depth: 9.49, Temp: 35.65, Speed: 1.78
Depth: 58.16, Temp: 29.36, Speed: 0.64
Depth: 27.08, Temp: 31.29, Speed: 2.43
Depth: 99.37, Temp: 36.80, Speed: 0.58
Depth: 54.57, Temp: 22.34, Speed: 3.47
Depth: 85.77, Temp: 39.02, Speed: 2.11
Depth: 26.33, Temp: 22.85, Speed: 0.85
Depth: 95.03, Temp: 34.23, Speed: 4.17
Depth: 74.71, Temp: 24.68, Speed: 4.00
Depth: 3.12, Temp: 31.60, Speed: 0.69
Depth: 89.38, Temp: 22.13, Speed: 1.14
Depth: 28.65, Temp: 36.98, Speed: 4.56
Depth: 25.33, Temp: 39.16, Speed: 3.75
Depth: 34.24, Temp: 26.40, Speed: 3.35
Depth: 33.74, Temp: 37.38, Speed: 4.47
Depth: 22.17, Temp: 33.06, Speed: 4.07
Depth: 75.00, Temp: 30.76, Speed: 4.88
Depth: 14.01, Temp: 19.28, Speed: 2.92
Depth: 34.74, Temp: 24.20, Speed: 1.42
Depth: 86.60, Temp: 34.95, Speed: 0.20
Depth: 4.89, Temp: 32.17, Speed: 2.28
Depth: 62.08, Temp: 29.96, Speed: 1.14
Depth: 34.96, Temp: 39.26, Speed: 0.45
Depth: 6.67, Temp: 33.72, Speed: 0.47
Depth: 33.84, Temp: 30.55, Speed: 3.49
Depth: 44.07, Temp: 22.67, Speed: 1.35
Depth: 27.50, Temp: 22.41, Speed: 3.45
Depth: 21.27, Temp: 35.60, Speed: 2.10
Depth: 45.22, Temp: 35.67, Speed: 1.69
Depth: 70.57, Temp: 20.70, Speed: 0.83
Depth: 80.90, Temp: 39.64, Speed: 1.54
Depth: 10.55, Temp: 38.48, Speed: 4.98
Depth: 88.30, Temp: 26.16, Speed: 0.07
Depth: 38.08, Temp: 20.74, Speed: 0.05
Depth: 27.14, Temp: 27.84, Speed: 1.99
Depth: 97.72, Temp: 34.05, Speed: 3.66
Depth: 87.31, Temp: 16.24, Speed: 4.18
Depth: 68.58, Temp: 10.50, Speed: 2.04
Depth: 88.07, Temp: 30.54, Speed: 1.21
Depth: 54.93, Temp: 26.10, Speed: 3.99
Depth: 2.89, Temp: 17.01, Speed: 1.43
Depth: 12.92, Temp: 33.85, Speed: 2.01
